Geographical Location (Latitude),Geographical Location (Longitude),Sampling Date,Nitrogen (mg/L),Phosphorus (mg/L),State of Sewage System
-32.3969128519558,70.0760353653346,2017-11-10,9.91972347770494,4.66664476213438,Good
59.5887219425143,-157.373272237913,2019-04-19,3.74532958219246,0.654298165069005,Good
23.2167318464068,-57.7806313710599,2021-02-05,2.50248296836656,0.351236064425353,Good
-40.7624337331856,-110.578046514498,2023-12-28,4.52226775082472,3.53599203041384,Moderate
33.7478897498067,153.736646289809,2023-01-30,9.33374902010842,3.62741854591232,Poor
-51.2086181195595,100.613256934866,2017-05-31,7.39959966895915,0.8202719142153,Moderate
80.5267062880064,-130.223360999177,2022-07-28,9.01114980822835,1.43587950030533,Good
41.5540452186284,52.3561503525095,2023-01-03,8.27161583701978,1.13010229769832,Moderate
-22.6494035398394,-23.1047450492339,2018-04-19,7.91869260738534,2.09185392722548,Moderate
-6.55642361433408,-13.7818452375804,2015-08-22,3.33499832714765,4.5584122423733,Good
-66.2277408578724,168.061678952609,2022-01-01,1.45899385243589,1.80367410374291,Good
79.2777501455064,84.1045839838081,2016-12-30,6.07359476137327,0.254771117739793,Good
44.7594515730985,8.06118796528742,2017-07-23,6.94184539258248,2.80016942621234,Poor
-87.0426666735346,-47.0917104672747,2018-05-19,6.53353472607099,2.64573927994026,Poor
77.3152770225943,-105.357540533605,2017-07-23,0.21715496775549,4.93746741088447,Good
30.5849783863638,82.7783040099374,2022-03-07,6.42290289132159,2.02768136373762,Moderate
-2.58703273176788,-8.77800147976214,2023-11-12,2.00699714248706,1.81241379365057,Poor
67.7709441569863,-29.3469975159816,2020-04-17,1.22238970385397,3.56632857478135,Moderate
-48.2937072351832,-178.564827069191,2022-01-28,2.83829100699086,1.58761133056717,Poor
80.8773880348227,-4.84021312664498,2019-01-18,6.6584896314316,1.50103162219363,Good
-87.6173656033981,-77.5721945018547,2016-01-23,0.337615075660058,1.11175549030606,Good
-23.6547708966688,24.1533808808465,2017-03-14,4.09181411734765,1.04732147832507,Good
2.03741685836208,163.479501802839,2015-04-01,3.24852094461439,4.71532080756449,Good
-30.0338726348445,103.833037762848,2023-04-01,3.54217135824409,3.40320518004648,Moderate
-75.4017498021606,-131.407121406851,2015-12-15,9.8970020570436,1.24111154415405,Moderate
-87.9430574474944,-179.334101740064,2018-06-25,3.04638780732504,0.812965858748476,Good
-63.5496038279325,159.070206848,2017-07-27,0.504180010725631,3.52900114644119,Good
-75.686025134384,111.489692433718,2015-02-11,5.08681363248298,3.38632086562917,Good
-73.871453837051,-99.2085933741878,2017-06-09,9.07588860834788,0.999519515305167,Good
10.326382438305,-143.211449739147,2014-07-18,1.5840373107798,4.059127931331,Good
64.8992112891829,36.9171836432357,2019-01-19,3.45811842694642,3.61302849415181,Moderate
-43.3039384178361,-73.1144619135336,2023-02-28,9.7675729246653,3.0750420191648,Poor
-7.22594092391867,-25.7834368374824,2020-05-12,6.27940905482442,0.927842666044951,Poor
1.80303341728504,-60.6427527245658,2014-04-26,9.47130617893353,3.44551211243687,Good
32.6506519086908,133.982040131655,2017-02-11,7.44416555552722,0.0311816619457839,Good
-19.318378221523,104.418671194913,2021-12-26,5.53806501180246,3.31842167393696,Moderate
7.88507101391875,117.631539528691,2017-08-16,0.130647140699891,0.773009911506445,Good
68.7674538413801,136.406016356518,2017-07-04,8.42514945614557,4.57390821951499,Moderate
-18.1754420934416,157.227605632056,2015-08-26,0.438341662771171,1.96552762894005,Good
64.3900759548398,-130.216615539657,2016-07-03,1.24002838523591,0.497210395253611,Good
-7.69977839630573,-2.29163323828652,2019-01-09,5.66631540232872,0.0537321389593809,Poor
56.7942873783424,-177.266894957513,2022-06-03,3.20744690158861,3.31988880275221,Good
23.2017190311061,36.4959977063054,2022-07-09,8.79569409523093,1.01388835620581,Good
-43.4368679599066,-84.9996861968488,2015-03-31,7.7288553082681,3.40902593428526,Good
82.6168899354252,110.733641589631,2017-08-03,0.859655355076321,3.54391223870534,Good
-72.0693125601712,76.6566004465916,2020-01-14,4.52585054301565,3.42258209521116,Moderate
66.5079354983938,-123.3611611312,2017-06-07,0.891209868086067,3.35182989067587,Moderate
-31.1938412817132,-55.3633025292667,2020-01-29,8.34436697763171,2.99237746106786,Good
-12.8167699503172,-7.54049229266519,2016-01-19,6.6667009678225,1.69684861080367,Poor
-66.4100583812536,-83.7059971174304,2017-12-30,0.405021860004023,0.322910991117423,Moderate
-69.2128265150253,-62.8877191253845,2017-12-16,8.76042379770297,1.00577333673255,Good
-16.3702628328489,64.3150632131807,2022-08-29,4.37677888107136,3.10657532050993,Good
-1.74503762122731,179.87663458671,2015-09-30,6.56215804523482,0.475272360587592,Moderate
29.2508228758817,166.665905890756,2017-01-10,0.18000996937483,0.254524033843126,Moderate
29.8546411606538,-40.8817976524864,2022-11-02,5.23553220926757,0.685230693179575,Good
59.1582446200328,-79.463283814706,2014-02-24,8.98689213195888,4.29905053544411,Good
72.8907021989869,-76.1485717519073,2021-03-31,6.98755892097537,0.83475399686713,Poor
88.5620238146053,-151.00300532399,2015-01-10,7.30540554565432,4.52104507075861,Moderate
-47.9843540157427,-168.242152365264,2022-06-20,5.30200911816103,1.43003794359935,Moderate
34.1582877139951,-41.2194981999702,2014-07-29,8.65308426351154,1.53931611716484,Poor
-79.4958553834941,116.618712773353,2018-07-30,3.37029929392041,3.36785850363933,Poor
68.7096382200911,123.758080848092,2018-10-01,9.44521927627943,3.17387328275235,Good
-21.7697587060629,-121.778091620843,2018-08-26,6.82989499528763,0.307154394856,Moderate
-59.0664421714243,76.0197205068199,2017-01-26,9.84289849646615,2.20770766065823,Poor
79.6650479456275,93.8537693281659,2017-07-09,8.35231237615555,3.23435941157181,Good
-14.8524525367179,16.4221410195173,2016-07-24,3.34776205383168,2.2595406801054,Moderate
18.7412047237588,175.581772594324,2018-11-20,5.37356966230101,0.810911625391822,Good
8.43928230049599,0.790379977759329,2023-08-17,1.36620222439889,0.110646275910618,Good
-34.1314513236339,161.883893304914,2016-04-02,7.48675685813876,1.46596210001907,Moderate
-81.2357467244049,-15.3372391211554,2014-02-27,0.115921380732117,0.0164554517825299,Good
-44.3443456337719,-56.2376510298553,2016-01-05,0.43771533853102,2.35554524852204,Good
7.86204968905713,54.9976347666722,2018-10-15,5.71939922296053,0.331679813211109,Moderate
-39.1140628298034,9.62114780216331,2021-02-25,9.23593984006872,0.681385030563231,Good
-16.9303820457089,139.187526322197,2017-12-11,2.08832792190138,0.90750916914948,Poor
-39.7677693188523,64.370384860602,2014-10-13,1.61680508970086,3.42429157006225,Good
83.2986575712436,20.7789580726356,2019-04-11,7.85369974608917,2.06786452277232,Moderate
-86.9630987933929,-93.24185228618,2018-10-20,0.761907736329985,3.01649156649367,Moderate
52.3512293809329,66.1877926765129,2015-07-13,4.95191245910791,2.01412955986374,Poor
3.59142742275088,43.9805175446806,2020-08-25,8.89110055989224,2.6487888097967,Good
34.9121539682185,4.27404713133154,2021-01-19,6.22779823451833,3.42246636718343,Moderate
7.44854287628444,-48.4913362426369,2019-01-17,1.60914592453593,1.48026589749217,Moderate
-35.9947944943327,103.785531972793,2023-09-06,6.84518029536977,0.0518477625268504,Moderate
-61.1585160623742,-144.780200771508,2021-04-22,5.72896034596613,1.87101903179675,Poor
-82.8692059356868,38.1707417074468,2019-07-30,4.47226502781138,2.35199578047522,Poor
73.3919323473071,-160.835459333684,2015-11-10,0.575744945944462,1.53275998938514,Good
-35.1996544174719,45.5465303582901,2020-02-09,9.20890514518834,1.13206499400857,Good
89.6332052391612,-76.0634929570134,2015-03-27,8.68458988458408,0.706919813261524,Good
-58.561490628899,149.952801818506,2023-12-08,6.4356753973425,2.4131547646962,Good
-4.0236294822451,91.3904414446947,2020-12-01,7.2275642441675,2.4763461301644,Good
-7.82641957272203,126.585401399227,2019-07-08,5.56687473708938,3.68252279104927,Poor
-28.1894888176351,109.813437056553,2017-10-31,1.70767060212567,0.972800701689634,Moderate
16.3848421566884,-138.118559967225,2016-12-07,9.65375462760017,3.94974396202444,Good
-26.6592606852523,101.041221003255,2021-07-28,0.978104143891495,2.40352259185004,Poor
70.1628581601972,-39.1690461959972,2014-03-05,1.54598524269969,2.61850940279077,Good
82.5733661501867,-75.0808790324673,2023-11-11,6.51423595148308,3.43126738482171,Good
-68.882313530734,-110.859336924559,2017-03-16,0.869180048464038,1.39702594483942,Good
-69.1498797658407,139.048177254017,2020-06-27,7.71011845113559,3.64166582069196,Good
-7.72942296035387,-69.7611981667835,2020-07-30,0.611770487111318,2.33789226625761,Good
86.3932187416157,22.5679618503363,2014-09-08,5.53784095736503,2.13798851000883,Moderate
-13.7328563780149,-13.5063219808133,2015-06-11,9.16940218773653,1.06201800855974,Good
27.6158090004546,-141.017616567736,2020-03-08,8.67869817863918,1.20161558397409,Moderate
40.7416435952104,112.249402892108,2015-05-18,0.649390241932537,4.22632447034244,Moderate
6.28503388687511,-159.296427163512,2018-01-01,9.65911050459058,0.424982844048195,Good
-55.6979553107878,-177.736043050904,2014-01-20,2.28896841178116,3.67419829845238,Poor
-42.2928542943932,26.1664282509522,2020-02-22,0.187635607427311,1.20628331309306,Good
49.2219980008255,-145.887193478983,2019-07-02,2.07241568284541,2.64164582196084,Good
45.1838967941517,-173.088161538386,2019-10-07,7.58045005749935,0.499253665930541,Poor
-19.3376180768128,-144.094712944886,2023-03-07,2.37439034180004,3.81196149050366,Poor
-24.3819673205784,-177.715429235384,2023-01-20,9.97833874378443,2.27107748942907,Good
84.7316596987139,-53.6190533870461,2016-07-11,5.49492356129293,4.08174423160081,Good
-57.8556057496219,-150.165694876885,2022-10-18,9.61317543140455,2.84077109235642,Moderate
-41.9027342647826,-12.053932701994,2021-06-22,6.41288643852852,4.58838783437183,Moderate
-89.7509970001802,-60.0650270298803,2018-05-01,9.93793513285912,0.348045565990324,Good
-45.4166959513831,20.723365690662,2020-05-07,1.79669106194458,3.47228104775238,Good
64.5799442817424,11.9101705769995,2019-08-30,8.71884249336138,4.90748451759944,Good
-7.4694299280399,39.1566130929508,2022-09-26,3.50371081348024,0.265508375499339,Good
52.5383225335623,-111.652501385403,2023-03-24,1.15184892539505,3.9046348540587,Poor
-45.9198937043821,-27.6188967218653,2018-03-30,1.88095631682842,0.425448932071256,Good
-13.1572151620067,157.709374472036,2018-07-02,5.83544316239745,4.02460599409025,Poor
-61.8509972037667,-146.01908306491,2020-11-29,2.20920165858904,4.14322592471484,Good
-35.2442355121066,-81.8145518707952,2019-08-18,4.1513288319101,1.38391222530497,Moderate
-44.9283216863569,159.815709091761,2018-08-07,0.952818658979103,0.614201125347061,Moderate
-16.5054764988459,-178.384605113011,2016-03-03,0.159817567091132,4.38800779928201,Poor
55.6856948680557,50.3710402243262,2019-08-03,5.04499776980261,4.0500491752913,Moderate
-25.6635627129517,94.5457075866464,2018-12-12,6.93252980502226,2.24128741248944,Moderate
-69.763082901784,-52.8328630540704,2018-11-23,1.96038672430279,0.549962364591828,Good
44.1419328057833,-19.2031534135078,2022-06-02,6.92830785328184,3.83465408253583,Poor
54.5208068810402,68.2346621808487,2018-01-25,7.54855131994574,3.02733311110568,Moderate
19.0281523086502,65.8156270328471,2023-06-06,5.59153222125736,4.52325069917855,Poor
38.7094675437301,45.1960735737469,2018-07-24,4.37442733621694,3.95407241375345,Good
-14.7403418853598,-131.506123672654,2016-08-15,4.3025085329057,0.281076130625852,Good
75.5113332430477,148.879558021934,2023-07-10,8.72593142226761,0.264262168363223,Moderate
37.8820367108085,11.343399357345,2014-04-29,2.19100432676325,3.9769734564086,Good
-25.3808498988662,141.387943621463,2020-11-30,6.85392651004936,3.36138638909256,Good
76.1949553605675,-89.0773056425399,2019-09-09,9.56478582547299,4.07665838703004,Good
-63.3957598682297,-45.3578303860918,2015-08-11,2.43810950880283,1.81482485707834,Good
-43.7550041363996,155.326523197072,2019-03-15,7.14698295112535,4.55343426698749,Moderate
67.2402289123389,7.08619228999783,2023-01-17,2.7174447398928,4.40103680436696,Poor
-33.0223392193543,-167.971804976259,2017-11-10,6.66742624517613,4.88092033143925,Moderate
-25.6775616579682,10.8001098598891,2015-08-18,0.981151059677973,0.844665108404277,Poor
13.9876963770313,39.0545959384091,2016-07-29,9.25656563861859,1.46625334731034,Moderate
-79.3110261589579,-98.5156500415965,2023-01-03,9.2163603500863,2.04557718362992,Moderate
67.6848326257033,86.4894097007457,2019-02-15,6.83333976839581,3.46130189698576,Good
75.338361214263,23.9844070051458,2023-04-02,6.54048861185328,1.48287932234202,Poor
-68.3783672105743,76.117431784174,2020-10-11,9.79930538223877,4.92171201499378,Poor
71.9760137400054,139.174362353322,2018-06-12,5.16253278087609,1.0863314973908,Good
65.4247168548454,71.6056876054676,2015-07-27,8.81749777726598,1.79324655206953,Moderate
46.3255457827876,-140.758798237453,2020-09-24,5.03860632941472,0.585402326346812,Poor
-33.3768068992283,-178.384319188197,2015-08-29,5.46497997320543,3.26633616285005,Moderate
9.83611055164673,-8.19287253776136,2018-12-16,0.447500279445115,2.46840509941731,Good
72.5669364332829,-0.288489258249371,2023-06-08,6.59803182768279,3.16786757021036,Moderate
-72.0480694977443,172.477109251279,2016-08-14,0.9825775983082,0.254897985641815,Poor
-4.39395892472813,110.94364373684,2021-01-29,5.5417069626312,4.24048209204232,Moderate
57.6040384565553,-64.3899862356311,2018-08-22,1.3781665808763,3.08157723426969,Good
-30.5519335745581,164.042113938907,2015-01-05,9.08617055305857,4.32191359339572,Moderate
56.4984255457145,-159.30369796477,2023-10-18,2.07447052699237,1.5436316808208,Moderate
-77.6066463911927,132.529913979379,2014-01-08,0.154473866444564,1.32897385752649,Poor
37.0278079181294,-174.418824695329,2021-02-26,7.05490678927804,2.87741731689406,Poor
-18.8580161634594,20.6306000425902,2019-09-13,9.6246158732395,0.467472027401373,Good
-50.8206881776071,114.032323076119,2018-01-25,7.27278879531613,1.70666317038816,Moderate
-57.6368476499625,-18.9116040802289,2015-09-26,6.68650769781806,1.54678650793172,Good
-3.58904019226399,134.734306343014,2022-03-25,8.55621910524113,2.83279045760606,Moderate
40.3094517302387,130.496734544307,2015-05-11,6.97734678734116,0.104600582130255,Good
67.2897921002493,163.676439917254,2015-09-23,6.12467522689103,1.97707264599967,Good
-87.8091917502134,2.29609201187776,2021-02-06,3.24596949104263,4.64892429661048,Poor
-88.1885347819032,1.75099542092204,2014-10-05,2.90044639278369,1.42397583530538,Poor
-4.3512847456999,109.268126110428,2023-12-04,8.06805473499135,2.15659751461503,Moderate
-70.6549378016152,86.1197741125075,2014-07-16,6.0574652909413,4.36105173765678,Poor
-38.2419895894989,59.5955266949891,2018-01-03,0.403243852643739,2.60682713617123,Good
-7.79334734511285,125.452056091292,2019-06-05,4.33312249486453,0.246525272205376,Moderate
-47.5498396609856,-158.423220901171,2016-08-01,4.37050547372637,4.48218881646029,Good
80.7372542031914,87.9257667118135,2022-09-07,5.59032419309428,0.705883064147269,Moderate
-5.13768251623223,-75.9310978046245,2015-10-26,9.39652116565354,3.70499431032272,Good
22.8071656726389,-119.42750749599,2014-04-09,4.23405321339614,2.30327018753348,Poor
-85.630913168029,-149.20790600093,2014-10-01,8.96881167488559,0.624472173643242,Moderate
-89.0441914293598,39.2445293840143,2017-05-26,3.01383843488964,1.4386896136275,Good
-87.9560768678053,128.167895416846,2018-02-04,8.79398504081973,2.90011324966285,Good
34.4714594096763,91.988154459448,2014-04-27,0.50743943272654,1.11770887294789,Poor
74.3911813593865,-131.907327836351,2016-12-02,9.07040375053338,3.76230184319893,Moderate
69.3039332181251,-128.74539045787,2018-10-19,5.88085155689238,1.28654051312618,Good
-71.9546860663472,-10.0633165545476,2018-11-03,5.5626058047785,0.180643611403026,Moderate
84.0698852538995,141.242753480818,2016-09-24,1.80979037701402,2.86109437676885,Good
20.7104437143173,173.085088075816,2014-06-22,7.16589425274099,2.3130426680059,Good
59.0663903790051,129.191736778821,2018-11-23,1.79346379861602,4.13750399854402,Poor
-78.1066325066991,-42.3007728443984,2014-07-19,7.71536213337891,3.72805456036635,Good
-42.696007861592,-166.680932832284,2014-02-07,5.69700193505364,2.07001554863136,Good
-66.956243318853,75.8263523708695,2020-05-08,6.15830276834342,3.76553202533246,Moderate
-19.3825907882173,-138.755600253993,2014-09-02,8.60618360256978,4.97412060997565,Poor
1.14172547828474,-70.1794663875743,2022-09-21,5.63626827051103,3.20683838194462,Moderate
54.0460086450343,25.5393965322167,2023-03-23,4.77099166049103,3.20478256777702,Moderate
82.0023109164758,55.5904617860778,2023-05-26,7.4302397308973,0.48024241647881,Poor
-33.0209621951244,56.4836804118452,2021-05-25,9.78015876992987,2.09360288866583,Moderate
-36.1523439821131,52.4588473317399,2022-01-16,6.7387096565241,2.56953235865178,Poor
-20.087258909561,114.256012138062,2023-09-08,8.93796617485806,3.71936594170423,Good
-23.8544419946531,84.4123478016439,2023-12-11,9.50756734452272,3.76296012040035,Good
-21.6190973185169,-173.568892770448,2018-12-11,1.15002279054501,1.27330783467478,Good
0.441553376321494,-99.3429726386356,2023-05-19,2.49544398264178,2.59691985148921,Poor
-63.2917912180724,-172.505775797359,2023-01-15,3.84320624785506,3.25528287697198,Good
46.3331800479107,87.058853462732,2022-06-22,7.69806036189855,4.17430333696155,Moderate
-89.162129369307,-61.0992026321838,2019-11-25,2.12067381056421,4.49985593772644,Good
-78.7160048357447,-116.717998143108,2020-01-22,5.51996646997107,1.88878033132303,Good
12.471645597173,144.608514966779,2022-08-05,2.76693922658571,4.87780721787218,Good
51.8248351716977,-147.806410068572,2016-08-11,5.26827249876818,2.25123412695058,Good
9.95293934405274,-105.582687836218,2018-03-06,6.22984424052348,3.77780645043302,Good
-7.22246266898624,-0.999878256995714,2021-10-13,8.05390222388472,0.269809766993689,Moderate
13.2497544540268,-108.204456262075,2018-04-10,3.65777850439918,4.42612671747052,Good
24.9496519754543,84.6389658244367,2019-05-17,7.2927066183898,2.22923446835013,Good
48.6230623544848,-116.798083148976,2014-04-15,7.06434411919944,3.67552046790925,Moderate
0.379004530340353,-21.2496092772889,2021-04-13,7.60761431275959,1.60018851963935,Good
52.8421262487034,98.9561327864595,2016-07-28,2.68950041614291,2.5823169970979,Good
-35.882791434582,-21.7425292679627,2023-02-21,9.44711028195688,2.84563723507565,Moderate
-30.4926658633421,-112.824079696267,2023-08-04,1.07240055080688,2.65721861630211,Moderate
89.2928287818337,131.239395446709,2019-05-08,1.13277017397017,0.663730600550209,Poor
69.1848653835511,178.840177034346,2020-07-01,7.40077885554782,4.01106923528099,Good
-87.4347272729468,124.6825613369,2022-10-17,9.47714452283213,2.25463650604692,Good
-78.2781356612127,171.737836371908,2014-11-07,4.69536314629535,4.74111169182574,Poor
-81.9772000222205,49.6198149763853,2018-08-02,9.43262518054067,4.26078748074248,Moderate
86.8400789401278,-151.203583923445,2020-01-22,4.7696164304696,3.30467359217069,Good
-76.4500896301078,27.5729482182624,2017-05-05,3.13404255690959,2.38814595039724,Moderate
8.68613074957584,85.5402712260732,2018-01-21,6.78475974280828,3.03337312547884,Moderate
82.2367024390163,49.07715204045,2021-04-25,5.7558942817132,0.600435416808943,Good
49.4783602825324,47.0228194645541,2020-12-03,8.16723810333145,0.974396497317838,Good
79.9258439570579,81.0275867573764,2019-05-06,8.08760458049937,3.1926465452349,Poor
-83.3955447835057,59.9582389197677,2014-04-03,6.04561783939563,1.95793009400992,Moderate
2.90226613339675,-45.5321178701335,2023-06-06,1.74238432824571,1.97790333124985,Poor
-50.4250602045107,19.043905793693,2020-07-16,1.23028001049548,4.40008284674618,Good
-9.9937880365914,-141.094946984771,2021-08-04,0.112402450235976,3.29685017439691,Good
-71.8006516985716,163.299420614146,2016-07-27,2.10829239940482,2.08105651732991,Moderate
-32.6917914000882,-163.626309557282,2020-09-23,4.16770368241584,1.54584111153454,Good
88.2663339851243,-146.768860267563,2018-06-30,7.35449273327366,3.03494302629329,Good
74.187171542086,12.3936452030448,2015-02-13,5.41694142578234,1.78604919949772,Good
-85.4657479277089,-95.3633107881727,2014-01-11,6.04539424252066,3.00082698415804,Good
71.7547803134879,-11.9742128805001,2019-06-04,5.31844239517285,0.868732080837039,Moderate
-18.6101798173084,40.586898665635,2015-01-31,0.882868049477803,1.69665202350977,Good
-16.4207106954293,30.8189951443014,2014-10-28,8.26884553335228,2.05180083962181,Good
-7.01096055256653,102.699972663493,2020-02-23,8.63618618336442,0.408930255210882,Good
69.2576680138884,48.5015905133672,2014-05-30,9.54100539390712,4.32170708042236,Good
52.649803009605,-44.4650527892146,2022-12-24,3.53558820089462,2.42638899687383,Moderate
87.0181160822237,-33.643933218199,2014-11-10,9.4292990806595,0.174046446107469,Moderate
-32.4298999110322,-9.11943174882137,2014-09-04,6.94397767357835,3.63726232903258,Good
-32.134872446243,42.7710443594768,2020-10-16,0.401700249211281,2.53226856907917,Poor
-4.64673379254809,106.00189403635,2018-08-31,4.98759932925028,4.87954080666147,Good
-64.7208861532105,49.0217920498697,2016-09-13,8.66266992334408,4.20241850089934,Good
54.3723343012105,39.9978166674595,2023-10-13,6.31632037020162,0.966104002440163,Poor
-22.6054829016468,31.6773982076887,2022-06-12,5.26020051216201,4.88597657648517,Moderate
-54.3630960108369,77.1796465343361,2014-02-06,2.25936186168214,3.4491435055353,Moderate
18.2298910632797,-98.4216784943491,2021-09-10,4.02195048280324,2.57973742717026,Good
-15.6444973373005,-117.867564760071,2021-01-05,4.96076843542627,3.3053144408686,Poor
-32.8931644950031,-80.5752609716063,2018-12-05,5.28142996670768,4.24091494875055,Good
48.6979310909458,-54.4800016464682,2017-10-31,1.78756855819095,0.818784404951031,Good
76.1686238112732,25.1004975976151,2019-09-17,1.22983486562184,4.01527581887225,Good
42.8672782243902,-107.997677936278,2015-09-30,5.44715887234487,4.47480790637047,Moderate
-34.0325315380639,-116.788777113772,2022-02-04,5.49868729535517,4.7655528735742,Good
89.7038778778685,163.612318664384,2018-06-26,8.81069794598325,0.724256545627091,Moderate
8.43627218514142,122.222431940996,2015-02-21,5.12292865412146,1.25158714414566,Good
16.3668105960425,-50.3248034414643,2014-01-20,8.48975494299238,4.06865954590171,Poor
86.2219654201481,-102.293167389674,2021-11-30,6.75803090642174,1.31679178713888,Moderate
71.7885394743271,-38.6815874351227,2018-05-16,8.12768037521053,2.71335321164194,Poor
-72.2232203777001,-15.7224549384459,2018-06-16,4.49244309229241,3.49838302390434,Good
-63.6149274928098,13.5986239712317,2017-11-09,1.97236611434798,0.766894766572745,Moderate
-35.051938218488,-42.5880989518281,2018-09-13,1.46489711163288,3.40958525508625,Moderate
79.7512069085002,-72.8334305820267,2016-05-10,1.3357911307614,1.4340297294229,Good
-70.8308435212091,-128.061101490135,2018-08-08,2.85591467055862,1.11635683780699,Good
-57.3079689637761,-130.599051768592,2017-04-28,7.68234795462298,1.61175661792849,Poor
-27.6105940903491,155.803670298248,2014-03-13,5.6880568730293,4.26465326685026,Good
41.7855994451463,-136.779527037552,2018-02-11,2.33241033780947,1.01198305799563,Moderate
62.1656133601973,107.218167757873,2020-06-09,6.75351328618503,4.58305915664443,Good
50.0469924464458,159.967510331281,2020-07-28,6.59035412398484,0.579136156797669,Good
-34.6442329406318,-2.15689406144563,2020-11-22,5.63291291022053,1.25634762942882,Moderate
-6.82244466705902,-118.662579218643,2019-10-13,7.09725432265309,4.19489797385551,Moderate
-71.6813520219819,147.382001894549,2023-10-03,3.22544749263971,0.256779678919669,Good
-15.2774541302771,-87.7687117410397,2021-11-23,9.75773912569339,1.300282922579,Good
-8.67473674479348,-14.9394230126169,2021-08-02,8.70989572789539,0.836116540360955,Good
-75.9612927823516,-164.989079771838,2018-07-10,5.82787046699641,2.59603430751158,Moderate
-5.34216917951262,92.7941701291492,2016-02-15,3.98317631215996,2.1224730352081,Moderate
-12.8142413711383,-90.3101495666876,2015-10-23,5.97490170790452,3.06418408377482,Moderate
9.93489881820649,142.038905037085,2019-01-18,2.87865184707285,1.00410244335006,Poor
-14.9518886168157,46.3080416692015,2022-05-14,1.02456744771877,2.66992170490094,Good
35.1623642651154,-177.985225701191,2016-11-29,4.57549344643914,0.643226477867698,Good
-39.3383290870091,-86.6481503010627,2023-09-16,1.03822333105715,0.108358356440513,Good
-50.1317678154676,-144.578596606369,2014-06-11,4.67177717946758,3.0800493006679,Good
31.0728850663431,35.0586264032066,2019-12-13,9.53579951617742,2.65821432633169,Poor
-84.1003377671946,68.7221850573354,2021-08-29,9.05439644607501,1.93552977539626,Good
-56.0282020273105,19.5895760853031,2020-07-20,3.01452870667672,0.521890629969701,Moderate
54.5355681054908,-17.0795064894274,2017-06-10,4.88422214786002,0.223049319874667,Moderate
3.02994726857474,86.5551565909643,2017-09-27,8.18048979486882,3.6917794754334,Moderate
62.9441777558139,-151.230826658941,2014-05-07,4.70128363287198,1.27132953032358,Good
